segment_id,route,km_marker,rail_temperature_c,vibration_level,track_stress_nm,wear_index_min,track_age_years,traffic_load_trains_per_day,last_inspection_days_ago,defect_detected,infra_risk_score,risk_level
SEG-01341,ERS-MAS,93.1,43.3,2.33,36.3,10,13,70,106,0,26.7,Safe
SEG-01342,MAS-SBC,206.8,38.1,0.93,50.5,12,31,187,349,0,41.0,Warning
SEG-01343,MAS-SBC,177.0,34.1,2.49,33.0,15,17,169,359,0,34.9,Warning
SEG-01344,MAS-NZM-2,6.3,45.6,2.96,32.7,18,35,163,101,0,36.1,Warning
SEG-01345,HYB-MAS,326.5,34.5,3.73,28.9,20,23,123,296,0,38.1,Warning
SEG-01346,MAS-SBC,27.4,44.3,3.7,26.1,22,3,189,148,0,25.7,Safe
SEG-01347,MAS-NZM,240.9,34.1,2.12,33.9,24,2,35,230,0,25.6,Safe
SEG-01348,ERS-MAS,274.8,32.4,3.2,27.3,26,3,152,87,0,23.2,Safe
SEG-01349,ERS-MAS,278.4,35.6,1.14,45.5,28,20,153,11,0,27.8,Safe
SEG-01350,MAS-NZM-2,47.4,36.2,1.36,45.9,30,9,189,136,0,28.0,Safe
SEG-01351,MAS-CBE,156.6,43.5,1.56,47.5,32,4,49,93,0,26.3,Safe
SEG-01352,MAS-CBE,290.3,33.8,2.08,43.7,34,25,179,292,0,40.0,Warning
SEG-01353,TVC-LTT,105.9,49.2,2.5,33.3,36,1,166,153,0,25.0,Safe
SEG-01354,MAS-NZM-2,163.7,41.5,1.61,48.1,39,39,70,354,0,47.4,Warning
SEG-01355,TVC-LTT,95.5,40.3,0.97,48.0,42,12,175,96,0,28.5,Safe
SEG-01356,MAS-CBE,162.2,39.1,2.99,35.5,44,24,194,62,0,34.0,Warning
SEG-01357,MAS-NZM-2,310.7,41.8,2.47,37.4,47,9,91,361,0,35.9,Warning
SEG-01358,MAS-NZM-2,159.3,30.9,1.71,45.7,49,20,147,87,0,33.3,Warning
SEG-01359,MAS-NZM-2,194.6,50.4,3.06,31.9,51,5,126,211,0,30.5,Warning
SEG-01360,MAS-CBE,141.4,41.7,1.37,50.3,54,20,146,83,0,34.1,Warning
SEG-01361,TVC-LTT,161.0,31.4,3.14,27.6,56,21,148,227,0,36.1,Warning
SEG-01362,TVC-LTT,5.3,42.2,1.69,41.9,61,2,169,12,0,24.1,Safe
SEG-01363,MAS-NZM-2,99.3,39.2,2.03,41.2,64,21,113,359,0,41.7,Warning
SEG-01364,MAS-SBC,152.8,31.0,1.54,54.6,66,24,77,153,0,40.5,Warning
SEG-01365,HYB-MAS,221.8,49.0,2.32,33.1,68,9,32,5,0,25.9,Safe
SEG-01366,MAS-CBE,157.5,30.8,2.96,33.5,70,39,186,76,0,41.3,Warning
SEG-01367,HYB-MAS,118.2,42.1,1.16,56.8,72,30,46,4,0,38.7,Warning
SEG-01368,HYB-MAS,135.8,49.9,2.4,37.5,75,18,186,83,0,33.7,Warning
SEG-01369,TVC-LTT,84.8,35.4,3.14,27.1,78,10,140,362,0,37.3,Warning
SEG-01370,TVC-LTT,323.6,35.6,1.82,41.5,83,21,159,35,0,33.8,Warning
SEG-01371,MAS-SBC,182.6,30.6,1.65,40.0,86,22,171,242,0,39.1,Warning
SEG-01372,HYB-MAS,4.7,31.9,1.9,38.7,88,17,37,144,0,35.0,Warning
SEG-01373,HYB-MAS,6.8,31.5,2.36,41.8,91,5,138,80,0,31.4,Warning
SEG-01374,MAS-NZM-2,340.5,47.1,1.15,59.0,94,6,34,75,0,34.1,Warning
SEG-01375,TVC-LTT,77.5,47.4,2.24,36.8,97,10,163,299,0,37.7,Warning
SEG-01376,HYB-MAS,282.0,45.2,2.1,37.1,99,2,116,284,0,34.1,Warning
SEG-01377,ERS-MAS,20.4,37.7,2.09,31.2,102,7,93,215,0,32.3,Warning
SEG-01378,MAS-SBC,322.4,47.1,1.71,46.7,105,4,66,246,0,36.4,Warning
SEG-01379,ERS-MAS,306.0,41.4,1.67,44.9,107,37,171,238,0,48.0,Warning
SEG-01380,ERS-MAS,199.9,36.6,2.63,34.8,112,19,192,337,0,43.7,Warning
SEG-01381,MAS-CBE,3.1,39.3,3.6,27.7,114,28,38,19,0,39.0,Warning
SEG-01382,MAS-CBE,90.2,32.0,2.42,35.7,116,20,110,74,0,36.9,Warning
SEG-01383,MAS-SBC,142.4,49.5,2.82,30.3,119,30,188,55,0,39.7,Warning
SEG-01384,ERS-MAS,161.0,43.1,0.95,49.0,121,38,50,83,0,44.5,Warning
SEG-01385,HYB-MAS,104.2,45.4,1.84,43.8,124,2,35,164,0,34.3,Warning
SEG-01386,TVC-LTT,11.5,44.3,2.53,36.1,126,3,170,318,0,38.5,Warning
SEG-01387,MAS-SBC,206.5,44.1,1.61,40.0,129,39,97,363,0,52.0,Warning
SEG-01388,MAS-NZM-2,183.5,31.1,3.81,26.1,131,25,42,167,0,43.4,Warning
SEG-01389,ERS-MAS,99.1,41.3,1.88,45.3,133,2,60,116,0,34.3,Warning
SEG-01390,MAS-SBC,13.3,47.2,2.12,42.8,138,39,165,297,0,53.4,Warning
SEG-01391,MAS-NZM,348.1,31.6,1.4,54.8,140,15,183,188,0,43.6,Warning
SEG-01392,MAS-NZM,168.7,49.9,9.13,8.8,142,3,31,255,1,73.4,High
SEG-01393,MAS-CBE,264.6,39.3,1.9,46.6,144,5,94,342,0,43.0,Warning
SEG-01394,TVC-LTT,158.3,36.7,2.48,33.3,147,36,198,322,0,51.5,Warning
SEG-01395,HYB-MAS,15.1,41.6,2.09,44.0,149,38,104,353,0,55.8,High
SEG-01396,TVC-LTT,108.4,47.0,1.65,39.7,151,37,179,19,0,43.6,Warning
SEG-01397,TVC-LTT,112.0,40.3,1.83,39.2,153,27,90,311,0,48.4,Warning
SEG-01398,TVC-LTT,293.4,43.9,2.33,38.2,155,5,183,302,0,41.2,Warning
SEG-01399,TVC-LTT,229.0,40.9,1.77,46.6,157,17,187,4,0,38.9,Warning
SEG-01400,MAS-NZM-2,96.4,43.5,2.12,43.5,159,38,145,190,0,52.0,Warning
SEG-01401,MAS-NZM-2,338.7,33.5,1.15,62.7,161,12,89,281,0,48.6,Warning
SEG-01402,MAS-CBE,112.5,31.5,2.12,37.7,166,31,185,63,0,44.5,Warning
SEG-01403,MAS-SBC,349.4,33.5,0.84,56.8,171,33,23,269,0,54.0,Warning
SEG-01404,MAS-NZM,348.7,36.6,1.19,48.0,174,29,193,254,0,50.3,Warning
SEG-01405,TVC-LTT,66.9,35.8,2.25,40.6,176,38,82,115,0,50.7,Warning
SEG-01406,MAS-CBE,109.5,43.1,1.32,42.7,179,3,69,342,0,42.0,Warning
SEG-01407,MAS-SBC,170.1,39.9,1.59,48.0,181,38,49,260,0,55.6,High
SEG-01408,MAS-NZM,232.4,31.5,2.31,33.8,183,30,35,2,0,43.0,Warning
SEG-01409,ERS-MAS,184.8,31.4,1.65,48.9,185,22,199,67,0,45.1,Warning
SEG-01410,HYB-MAS,339.3,32.6,1.73,42.5,187,38,23,286,0,55.3,High
SEG-01411,MAS-NZM-2,253.4,37.8,1.75,53.2,189,32,45,132,0,52.8,Warning
SEG-01412,ERS-MAS,74.2,30.9,4.52,23.4,192,10,176,48,0,40.5,Warning
SEG-01413,MAS-NZM,36.8,40.5,1.44,53.2,194,32,158,43,0,49.8,Warning
SEG-01414,ERS-MAS,240.9,37.8,2.1,36.7,197,4,111,93,0,37.2,Warning
SEG-01415,HYB-MAS,55.5,41.7,2.34,42.1,200,29,127,141,0,50.7,Warning
SEG-01416,MAS-CBE,275.7,45.0,2.61,33.0,203,8,171,47,0,38.2,Warning
SEG-01417,MAS-NZM,108.9,35.6,5.33,18.2,205,20,70,231,0,51.0,Warning
SEG-01418,ERS-MAS,114.4,33.7,2.17,38.5,208,7,61,224,0,43.6,Warning
SEG-01419,MAS-NZM-2,3.8,36.2,0.88,47.4,210,1,186,284,0,42.4,Warning
SEG-01420,MAS-NZM-2,245.4,30.6,1.08,53.3,212,25,154,37,1,72.4,High
SEG-01421,MAS-SBC,39.6,33.1,1.9,35.2,214,26,37,28,0,43.9,Warning
SEG-01422,ERS-MAS,270.5,45.6,2.45,31.8,217,9,22,158,0,41.8,Warning
SEG-01423,TVC-LTT,172.2,35.0,2.11,35.5,0,23,39,222,0,31.9,Warning
SEG-01424,ERS-MAS,274.5,50.4,2.16,33.4,2,2,117,9,0,17.8,Safe
SEG-01425,MAS-CBE,204.4,33.9,1.71,46.8,4,26,92,70,0,31.9,Warning
SEG-01426,MAS-NZM,28.9,46.2,1.09,54.0,6,14,93,342,0,35.6,Warning
SEG-01427,MAS-NZM,268.0,44.7,2.64,34.6,8,31,142,66,0,32.6,Warning
SEG-01428,MAS-CBE,24.4,37.0,1.32,40.3,11,26,89,95,0,29.7,Safe
SEG-01429,ERS-MAS,167.5,37.3,2.33,33.7,13,19,164,181,0,30.4,Warning
SEG-01430,MAS-CBE,60.3,42.0,1.68,43.8,15,38,98,70,0,36.1,Warning
SEG-01431,HYB-MAS,263.3,47.8,1.22,49.3,18,5,160,234,0,29.0,Safe
SEG-01432,MAS-CBE,319.1,38.5,1.37,41.4,20,6,61,261,0,28.0,Safe
SEG-01433,MAS-NZM-2,193.9,31.9,1.57,42.8,23,35,63,20,0,33.6,Warning
SEG-01434,MAS-CBE,184.5,38.1,1.14,44.0,25,16,99,358,0,35.0,Warning
SEG-01435,MAS-NZM,267.4,34.8,1.22,49.6,27,31,86,358,0,43.0,Warning
SEG-01436,MAS-NZM-2,1.8,49.4,2.08,42.1,30,18,39,186,0,33.6,Warning
SEG-01437,MAS-NZM,321.2,44.6,1.99,44.2,35,14,66,305,0,36.2,Warning
SEG-01438,MAS-SBC,69.1,31.7,1.58,45.2,40,25,43,64,1,58.2,High
SEG-01439,TVC-LTT,344.4,36.5,1.83,39.1,45,15,198,178,0,31.7,Warning
SEG-01440,MAS-NZM,257.7,31.7,2.13,37.0,47,26,165,235,0,37.7,Warning
SEG-01441,MAS-NZM-2,271.0,47.3,3.34,27.7,50,36,42,353,0,45.4,Warning
SEG-01442,MAS-SBC,229.7,48.8,2.22,38.8,53,11,148,250,0,33.8,Warning
SEG-01443,MAS-NZM,165.1,32.9,1.85,38.5,55,37,142,295,0,43.8,Warning
SEG-01444,HYB-MAS,200.1,39.6,2.53,38.2,58,37,134,40,0,39.0,Warning
SEG-01445,MAS-CBE,16.2,49.5,1.8,37.9,60,7,85,287,0,32.3,Warning
SEG-01446,TVC-LTT,218.4,33.8,2.62,29.2,62,18,152,259,0,35.3,Warning
SEG-01447,MAS-NZM,219.1,36.7,2.68,35.8,64,20,37,240,0,38.2,Warning
SEG-01448,MAS-SBC,311.9,36.9,2.88,33.6,67,2,136,72,0,26.9,Safe
SEG-01449,HYB-MAS,177.0,31.5,2.85,31.0,70,26,54,30,0,34.0,Warning
SEG-01450,ERS-MAS,27.0,31.6,2.96,30.8,73,23,172,351,0,42.2,Warning
SEG-01451,MAS-SBC,107.2,49.9,1.62,39.9,78,32,125,29,0,36.2,Warning
SEG-01452,MAS-CBE,229.5,42.2,3.86,25.4,81,13,171,312,0,38.8,Warning
SEG-01453,MAS-SBC,83.7,37.0,2.42,34.4,83,13,160,87,0,31.6,Warning
SEG-01454,HYB-MAS,98.2,38.5,1.64,40.9,85,17,168,108,0,33.7,Warning
SEG-01455,MAS-SBC,287.2,45.2,1.51,46.9,87,25,58,319,0,44.3,Warning
SEG-01456,HYB-MAS,204.5,38.2,1.25,53.0,89,22,181,30,0,36.8,Warning
SEG-01457,MAS-NZM,178.0,35.4,1.94,43.0,91,27,166,309,0,45.1,Warning
SEG-01458,HYB-MAS,111.5,32.9,1.79,42.4,93,17,175,46,0,33.6,Warning
SEG-01459,HYB-MAS,255.8,45.3,1.14,54.0,95,26,110,359,0,47.8,Warning
SEG-01460,TVC-LTT,100.7,34.5,1.77,36.1,97,38,133,137,0,42.1,Warning
SEG-01461,HYB-MAS,258.0,32.2,1.57,47.8,99,14,158,263,0,40.1,Warning
SEG-01462,HYB-MAS,24.5,39.3,1.88,45.1,101,14,196,63,0,34.8,Warning
SEG-01463,ERS-MAS,302.6,31.5,3.13,27.6,103,12,54,44,0,31.4,Warning
SEG-01464,MAS-NZM,174.8,49.9,2.56,39.5,105,5,103,251,0,37.0,Warning
SEG-01465,MAS-CBE,153.5,43.2,1.42,46.3,107,37,95,335,0,50.4,Warning
SEG-01466,TVC-LTT,213.9,33.6,2.2,40.9,109,4,76,207,0,35.1,Warning
SEG-01467,ERS-MAS,218.5,34.0,1.15,50.5,111,29,47,59,0,40.8,Warning
SEG-01468,MAS-NZM-2,46.2,41.8,2.19,30.2,113,25,85,206,0,39.6,Warning
SEG-01469,MAS-NZM,264.7,37.6,1.46,44.9,115,4,84,331,0,38.2,Warning
SEG-01470,MAS-NZM,96.6,45.9,1.92,41.6,118,16,169,84,0,36.4,Warning
SEG-01471,MAS-NZM-2,316.7,41.3,1.57,42.6,120,2,70,13,0,28.6,Safe
SEG-01472,MAS-CBE,286.2,39.0,1.47,53.6,122,23,110,237,0,46.3,Warning
SEG-01473,HYB-MAS,121.2,49.6,1.57,44.5,124,4,156,158,0,34.3,Warning
SEG-01474,ERS-MAS,282.7,38.2,0.86,48.9,127,20,183,104,0,38.5,Warning
SEG-01475,MAS-SBC,124.7,38.4,1.15,61.9,130,17,185,359,0,49.9,Warning
SEG-01476,TVC-LTT,35.3,43.6,2.04,35.4,133,6,85,340,0,39.1,Warning
SEG-01477,MAS-SBC,336.7,46.4,3.05,28.3,136,18,190,43,0,36.2,Warning
SEG-01478,MAS-NZM-2,228.4,42.7,2.34,35.6,138,20,152,179,0,41.3,Warning
SEG-01479,MAS-NZM,159.6,44.1,2.33,35.8,140,39,100,358,0,53.5,Warning
SEG-01480,MAS-CBE,139.2,37.5,1.09,43.8,142,34,184,264,0,48.2,Warning
SEG-01481,MAS-NZM,113.6,39.6,5.17,18.7,144,24,82,243,0,47.7,Warning
SEG-01482,TVC-LTT,343.5,34.0,0.95,60.2,147,18,118,37,0,41.6,Warning
SEG-01483,MAS-NZM,47.2,43.6,1.63,52.5,150,30,70,362,0,54.6,Warning
SEG-01484,MAS-NZM,110.2,34.3,2.39,35.6,153,1,91,353,0,40.2,Warning
SEG-01485,TVC-LTT,169.9,29.9,2.29,39.2,155,23,62,346,0,49.4,Warning
SEG-01486,ERS-MAS,167.3,48.6,4.7,19.3,158,29,86,364,0,52.8,Warning
SEG-01487,ERS-MAS,165.0,36.2,2.07,34.6,161,32,84,250,0,48.4,Warning
SEG-01488,TVC-LTT,61.5,34.0,1.52,48.5,164,2,81,120,0,36.9,Warning
SEG-01489,MAS-CBE,50.7,35.4,2.33,36.3,166,36,177,192,0,50.0,Warning
SEG-01490,MAS-NZM-2,89.2,36.7,3.23,26.6,168,17,109,295,0,45.3,Warning
SEG-01491,MAS-NZM,320.1,39.5,1.01,43.8,171,2,185,62,0,32.7,Warning
SEG-01492,MAS-CBE,39.6,31.3,1.08,46.2,173,4,123,210,0,38.7,Warning
SEG-01493,MAS-NZM,265.1,30.9,1.81,58.5,176,34,70,295,1,84.0,Critical
SEG-01494,MAS-NZM-2,265.1,35.7,1.91,44.9,179,1,126,52,0,35.8,Warning
SEG-01495,ERS-MAS,283.4,35.8,1.22,48.5,181,23,57,210,0,47.7,Warning
SEG-01496,MAS-CBE,310.3,32.1,1.25,44.6,184,6,86,313,0,43.1,Warning
SEG-01497,HYB-MAS,92.1,37.9,0.58,69.4,189,16,96,279,1,77.9,Critical
SEG-01498,HYB-MAS,78.6,35.5,2.68,34.3,191,2,119,202,0,39.9,Warning
SEG-01499,HYB-MAS,162.9,30.4,3.62,27.2,193,12,124,139,0,42.5,Warning
SEG-01500,ERS-MAS,92.8,47.7,6.04,16.3,195,27,67,340,0,57.3,High
SEG-01501,ERS-MAS,257.0,47.6,5.43,17.4,198,19,159,19,0,44.3,Warning
SEG-01502,MAS-NZM-2,222.6,34.0,1.56,48.2,201,28,39,321,0,55.1,High
SEG-01503,MAS-NZM,306.2,33.1,1.71,48.2,204,35,122,95,0,52.2,Warning
SEG-01504,MAS-NZM-2,29.0,40.8,3.51,26.2,206,4,91,130,0,39.6,Warning
SEG-01505,MAS-NZM-2,320.3,42.5,1.97,47.0,208,7,136,105,0,42.7,Warning
SEG-01506,ERS-MAS,102.7,49.0,2.67,36.7,210,37,130,197,0,55.2,High
SEG-01507,HYB-MAS,171.7,37.4,2.57,33.7,212,25,149,260,0,51.2,Warning
SEG-01508,MAS-SBC,153.5,42.2,1.21,55.7,214,17,139,39,0,45.8,Warning
SEG-01509,MAS-NZM,266.1,47.4,1.97,37.3,217,14,153,305,0,48.2,Warning
SEG-01510,ERS-MAS,147.1,38.8,1.52,37.7,220,37,102,131,1,76.1,Critical
SEG-01511,HYB-MAS,330.2,32.4,2.21,38.9,0,2,147,154,0,23.7,Safe
SEG-01512,MAS-CBE,315.9,37.5,2.76,30.3,3,24,127,41,0,27.7,Safe
SEG-01513,MAS-SBC,305.3,32.6,1.95,36.3,5,15,196,321,0,31.8,Warning
SEG-01514,MAS-SBC,24.9,30.3,2.33,32.9,10,33,103,122,0,33.5,Warning
SEG-01515,ERS-MAS,299.0,45.0,2.68,37.6,12,12,157,244,0,31.8,Warning
SEG-01516,TVC-LTT,273.6,34.8,2.6,35.5,15,19,171,245,0,33.7,Warning
SEG-01517,MAS-NZM,36.2,30.1,0.64,54.0,18,5,176,144,0,26.4,Safe
SEG-01518,MAS-SBC,37.6,47.5,1.4,38.8,20,1,138,186,0,23.3,Safe
SEG-01519,ERS-MAS,35.4,38.9,1.18,55.7,23,9,113,35,0,27.5,Safe
SEG-01520,ERS-MAS,4.0,34.8,2.0,38.5,28,39,128,211,0,40.5,Warning
SEG-01521,HYB-MAS,192.0,35.4,1.77,40.1,31,34,153,33,0,33.9,Warning
SEG-01522,MAS-CBE,340.7,34.9,2.43,34.3,33,29,97,159,0,35.6,Warning
SEG-01523,TVC-LTT,153.5,33.9,2.29,37.7,36,2,150,317,0,30.8,Warning
SEG-01524,MAS-NZM,189.3,47.0,2.04,36.9,41,19,43,364,0,37.8,Warning
SEG-01525,MAS-NZM-2,338.8,33.5,2.52,35.8,43,28,166,192,0,37.7,Warning
SEG-01526,MAS-CBE,89.3,41.3,7.46,13.8,45,35,28,163,0,47.0,Warning
SEG-01527,MAS-CBE,300.5,31.5,3.6,27.6,47,22,177,252,0,37.8,Warning
SEG-01528,HYB-MAS,191.2,48.9,1.5,44.5,49,4,115,39,0,24.9,Safe
SEG-01529,MAS-SBC,199.3,42.0,2.28,34.0,54,8,96,131,0,28.1,Safe
SEG-01530,MAS-SBC,120.1,48.0,2.26,36.0,56,1,101,96,0,25.3,Safe
SEG-01531,HYB-MAS,196.6,37.9,1.92,40.5,58,36,191,141,0,40.3,Warning
SEG-01532,ERS-MAS,25.6,46.2,1.57,41.4,60,7,105,270,0,32.4,Warning
SEG-01533,MAS-SBC,267.6,47.0,1.45,39.2,65,25,79,169,0,35.7,Warning
SEG-01534,TVC-LTT,99.6,43.9,1.0,51.4,68,29,170,275,0,43.1,Warning
SEG-01535,MAS-NZM,310.7,31.7,3.43,29.1,71,1,80,99,0,27.7,Safe
SEG-01536,MAS-CBE,128.7,30.2,2.4,36.1,73,18,154,61,0,32.5,Warning
SEG-01537,MAS-CBE,50.0,33.4,0.92,54.4,75,4,191,323,0,36.4,Warning
SEG-01538,TVC-LTT,243.6,32.6,1.74,39.6,78,20,94,217,0,37.1,Warning
SEG-01539,MAS-SBC,57.6,44.8,3.67,29.6,81,8,58,77,0,31.4,Warning
SEG-01540,MAS-CBE,263.8,41.5,1.64,46.4,83,27,141,208,0,41.9,Warning
SEG-01541,MAS-NZM-2,338.8,40.8,2.08,39.3,86,39,125,348,0,49.4,Warning
SEG-01542,MAS-NZM,272.8,35.3,6.61,15.1,89,35,117,45,0,45.1,Warning
SEG-01543,MAS-NZM,7.9,33.2,1.23,54.7,91,25,152,347,0,47.2,Warning
SEG-01544,MAS-CBE,210.0,34.4,2.68,34.9,93,14,189,202,0,36.9,Warning
SEG-01545,HYB-MAS,243.4,38.3,1.78,52.7,95,31,111,210,0,47.0,Warning
SEG-01546,MAS-CBE,288.9,45.1,2.19,38.8,97,5,33,328,0,37.1,Warning
SEG-01547,HYB-MAS,19.6,35.3,1.3,48.4,100,17,174,135,0,37.2,Warning
SEG-01548,MAS-CBE,168.0,44.1,1.05,55.5,102,10,35,22,0,33.3,Warning
SEG-01549,MAS-NZM-2,187.4,40.0,1.05,52.1,104,16,149,358,0,43.8,Warning
SEG-01550,ERS-MAS,59.2,48.0,3.13,29.5,107,4,166,60,0,29.8,Safe
SEG-01551,MAS-NZM,112.9,34.9,2.74,32.4,109,5,170,298,0,36.7,Warning
SEG-01552,MAS-CBE,154.1,39.3,1.69,40.1,111,20,188,59,0,35.4,Warning
SEG-01553,MAS-NZM-2,291.6,32.3,3.57,27.8,113,6,33,231,0,36.5,Warning
SEG-01554,HYB-MAS,325.3,37.1,0.95,59.1,115,11,194,285,0,42.9,Warning
SEG-01555,HYB-MAS,219.9,40.4,2.42,31.7,117,17,82,183,0,37.5,Warning
SEG-01556,MAS-NZM,138.2,44.9,1.88,42.0,120,3,27,101,0,32.1,Warning
SEG-01557,TVC-LTT,88.9,34.2,1.34,47.1,122,16,46,114,0,37.7,Warning
SEG-01558,MAS-CBE,343.7,34.5,2.43,30.6,127,36,130,42,0,41.2,Warning
SEG-01559,MAS-SBC,344.1,42.7,1.79,43.5,129,26,59,29,0,39.7,Warning
SEG-01560,HYB-MAS,323.7,37.7,1.69,41.8,132,24,175,277,0,45.1,Warning
SEG-01561,ERS-MAS,275.0,39.7,1.99,39.9,134,34,87,97,0,44.4,Warning
SEG-01562,ERS-MAS,114.0,46.8,1.28,53.8,137,20,142,191,0,44.6,Warning
SEG-01563,HYB-MAS,286.0,40.0,6.1,16.8,139,17,80,319,0,48.9,Warning
SEG-01564,TVC-LTT,143.1,43.1,1.36,51.0,141,20,185,38,0,40.0,Warning
SEG-01565,TVC-LTT,114.4,43.0,5.37,19.0,143,16,147,207,0,44.3,Warning
SEG-01566,MAS-NZM-2,260.7,45.9,1.69,42.1,146,4,127,194,0,36.6,Warning
SEG-01567,ERS-MAS,27.9,42.6,1.37,44.8,148,18,171,140,0,40.5,Warning
SEG-01568,MAS-NZM-2,17.0,31.2,2.05,39.3,151,36,175,289,0,51.7,Warning
SEG-01569,ERS-MAS,156.8,36.9,1.39,47.1,153,35,188,257,0,51.3,Warning
SEG-01570,MAS-CBE,156.0,49.7,2.83,35.3,155,30,165,225,0,49.0,Warning
SEG-01571,MAS-CBE,313.5,34.0,1.65,43.5,158,18,68,28,0,38.6,Warning
SEG-01572,MAS-SBC,44.2,41.9,2.1,37.3,160,21,173,190,0,43.5,Warning
SEG-01573,MAS-CBE,43.1,46.9,0.36,59.6,162,32,22,245,0,51.8,Warning
SEG-01574,MAS-SBC,51.6,41.8,1.73,42.4,164,5,96,334,0,42.4,Warning
SEG-01575,MAS-CBE,10.4,37.5,1.8,50.1,166,23,185,315,0,51.7,Warning
SEG-01576,MAS-NZM,25.1,31.7,5.17,18.0,168,30,161,49,0,46.3,Warning
SEG-01577,MAS-CBE,231.0,37.4,1.87,41.7,170,27,148,301,0,50.4,Warning
SEG-01578,MAS-NZM-2,151.1,33.8,1.84,43.4,172,15,111,204,0,43.9,Warning
SEG-01579,HYB-MAS,267.3,49.4,2.47,37.0,174,14,142,115,0,41.0,Warning
SEG-01580,MAS-NZM-2,347.4,44.5,1.61,43.8,176,21,137,20,0,40.9,Warning
SEG-01581,HYB-MAS,230.7,45.1,1.61,47.5,178,34,30,85,0,49.0,Warning
SEG-01582,TVC-LTT,17.7,38.8,2.28,33.0,181,26,187,253,0,47.9,Warning
SEG-01583,MAS-NZM-2,36.6,32.1,2.11,42.0,184,25,23,52,0,44.8,Warning
SEG-01584,TVC-LTT,308.4,35.4,0.83,61.0,189,31,181,148,1,77.8,Critical
SEG-01585,MAS-SBC,184.6,35.2,2.74,33.3,191,6,29,186,0,40.8,Warning
SEG-01586,MAS-SBC,288.7,39.8,1.35,48.7,194,4,100,173,0,41.0,Warning
SEG-01587,MAS-NZM,299.8,39.4,1.85,44.2,196,24,90,353,0,53.6,Warning
SEG-01588,MAS-CBE,324.7,38.7,1.63,43.3,199,31,122,114,0,48.9,Warning
SEG-01589,MAS-NZM-2,332.4,40.0,3.03,32.0,202,19,160,2,0,41.9,Warning
SEG-01590,TVC-LTT,194.2,49.7,1.66,41.5,204,11,41,34,0,39.1,Warning
SEG-01591,HYB-MAS,119.4,36.0,1.92,37.7,207,29,75,282,0,52.4,Warning
SEG-01592,MAS-SBC,336.7,42.4,1.09,49.4,209,5,141,161,0,41.7,Warning
SEG-01593,MAS-CBE,191.6,34.7,2.47,38.2,211,18,111,170,0,47.3,Warning
SEG-01594,MAS-SBC,22.5,39.2,2.19,34.7,213,3,116,94,0,37.7,Warning
SEG-01595,HYB-MAS,225.0,33.9,1.19,51.2,215,11,160,248,0,47.8,Warning
SEG-01596,MAS-CBE,205.7,41.0,1.15,52.9,218,21,20,321,1,79.2,Critical
SEG-01597,MAS-CBE,313.5,35.2,4.13,24.3,0,30,57,8,0,30.9,Warning
SEG-01598,TVC-LTT,228.6,30.5,2.11,40.8,2,19,172,321,0,35.1,Warning
SEG-01599,TVC-LTT,122.2,46.1,1.94,36.7,4,25,61,110,0,29.8,Safe
SEG-01600,MAS-NZM-2,338.2,32.3,1.87,46.2,6,35,104,32,0,34.6,Warning
SEG-01601,MAS-NZM-2,280.6,37.0,2.18,43.7,8,12,180,51,0,26.8,Safe
SEG-01602,ERS-MAS,220.6,39.2,2.5,38.2,11,26,56,168,0,34.5,Warning
SEG-01603,ERS-MAS,102.5,38.3,2.51,33.5,13,5,117,66,0,22.4,Safe
SEG-01604,MAS-NZM,130.7,44.2,2.64,32.1,18,19,81,31,0,27.0,Safe
SEG-01605,MAS-SBC,234.5,41.6,1.65,39.8,21,27,150,324,0,38.0,Warning
SEG-01606,MAS-NZM-2,25.2,35.6,1.33,42.5,23,38,49,12,0,33.7,Warning
SEG-01607,TVC-LTT,89.8,30.7,1.96,39.7,25,29,101,287,0,38.9,Warning
SEG-01608,HYB-MAS,249.9,45.0,1.42,48.3,27,12,42,23,0,26.8,Safe
SEG-01609,TVC-LTT,168.0,36.7,1.31,38.0,29,19,85,161,0,29.5,Safe
SEG-01610,MAS-SBC,140.8,47.3,2.4,34.9,31,9,21,264,0,30.9,Warning
SEG-01611,ERS-MAS,53.0,37.6,2.36,37.9,33,18,174,190,0,33.4,Warning
SEG-01612,TVC-LTT,154.6,44.0,3.25,27.3,35,29,195,241,0,38.1,Warning
SEG-01613,MAS-NZM,269.7,48.5,2.17,39.8,38,3,82,80,0,25.2,Safe
SEG-01614,MAS-SBC,92.4,42.8,0.75,62.9,41,23,24,271,0,41.8,Warning
SEG-01615,ERS-MAS,1.9,37.9,3.69,25.8,43,30,148,104,0,36.1,Warning
SEG-01616,HYB-MAS,234.0,41.0,1.62,48.6,46,24,169,78,0,35.0,Warning
SEG-01617,ERS-MAS,340.4,40.5,2.88,30.7,48,37,93,12,0,35.9,Warning
SEG-01618,MAS-CBE,212.4,41.3,2.3,34.3,53,37,128,283,0,43.2,Warning
SEG-01619,MAS-NZM,42.0,32.7,0.69,59.5,55,4,43,111,0,30.1,Warning
SEG-01620,MAS-SBC,112.3,43.7,2.46,34.6,57,28,78,260,0,40.1,Warning
SEG-01621,HYB-MAS,303.7,32.7,1.89,43.7,59,16,197,310,0,38.5,Warning
SEG-01622,MAS-NZM,81.4,29.8,3.93,21.9,61,13,42,351,0,37.3,Warning
